NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add course,5,12,0,9,7,2,0,0,0,2,0,2,0,2,3,2,8.5,1.6666666666666667,6,0.5,14.166666666666668,0,0,19,5,5,5,5,5,5,5,5.074,5.4717,5.881500000000001
2,Delete course,7,13,0,10,2,8,0,0,0,3,0,7,0,3,0,7,5.142857142857143,3.586206896551724,4.142857142857143,0.8571428571428571,18.443349753694584,0,0,22,7,7,7,7,7,7,7,7.1036,19.3995,10.8466
3,Login,9,18,0,13,3,8,2,2,0,3,2,9,0,5,0,9,3.3333333333333335,4.190476190476191,2.3333333333333335,1.1111111111111112,13.96825396825397,0,0,32,9,9,9,9,9,9,9,9.133199999999999,14.4512,13.9782
4,Logout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Modify course,10,16,0,13,5,8,0,0,0,1,0,1,0,1,9,1,49,3.3846153846153846,39,7,165.84615384615384,0,0,35,10,10,10,10,10,10,10,10.147999999999998,20.676399999999997,15.1925
6,Register course,9,23,0,17,13,4,0,0,0,2,0,2,0,2,7,2,16.5,9.25,12,3.5,152.625,0,0,31,9,9,9,9,9,9,9,9.133199999999999,23.210000000000004,15.872699999999998
7,Request new course,6,13,0,10,4,4,2,0,0,1,0,1,0,1,5,1,28,1.8636363636363635,22,8,52.18181818181818,0,0,24,6,6,6,6,6,6,6,6.0888,9.42,7.9413
8,Review course,14,28,0,21,13,8,0,0,0,2,0,3,0,2,11,3,20.666666666666668,5.791666666666667,16,6.333333333333333,119.69444444444446,0,0,53,14,14,14,14,14,14,14,14.207199999999995,43.7933,27.612700000000004
9,Search course,9,17,0,13,4,9,0,0,0,2,0,7,0,2,2,7,4.571428571428571,2.347826086956522,3.2857142857142856,1.4285714285714286,10.732919254658386,0,0,30,9,9,9,9,9,9,9,9.133199999999999,9.9711,10.6437
10,Setup account,5,11,0,8,7,0,1,0,0,2,0,2,0,2,3,2,9,4.230769230769231,6.5,1.5,38.07692307692308,0,0,17,5,5,5,5,5,5,5,5.074,9.1168,7.619999999999999
11,Share course,8,17,0,13,3,8,2,1,0,0,1,2,0,1,6,2,21,3.4705882352941178,17,9,72.88235294117648,0,0,35,8,8,8,8,8,8,8,8.1184,19.6385,13.014899999999999
12,Update schedule,8,17,0,13,0,13,0,0,0,0,0,8,0,0,0,8,5.625,15,4.625,0.75,84.375,0,0,28,8,8,8,8,8,8,8,8.1184,45.6051,27.314400000000003
13,Verify new course,9,16,0,13,0,13,0,0,0,0,0,9,0,0,0,9,4.777777777777778,5.529411764705882,3.7777777777777777,0.3333333333333333,26.41830065359477,0,0,33,9,9,9,9,9,9,9,9.133199999999999,28.240299999999998,22.1167
