NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Add Ammouncement,13,25,0,19,1,14,4,2,0,2,2,7,0,4,6,7,11.714285714285714,11.014492753623188,9.857142857142858,2.5714285714285716,129.0269151138716,0,0,57,13,13,13,13,13,13,13,13.192399999999996,74.67559999999999,43.67390000000002
2,Add Site,14,21,0,16,7,7,2,1,0,0,1,2,0,1,12,2,39,4.40625,32,11,171.84375,0,0,60,14,14,14,14,14,14,14,14.207199999999995,44.4814,29.0947
3,Add User,38,36,0,27,6,21,0,0,0,2,0,17,0,2,21,17,14.470588235294118,7.725961538461538,12.235294117647058,2.176470588235294,111.79920814479638,0,0,150,38,38,38,38,38,38,38,38.56240000000002,227.03959999999995,136.11089999999996
4,Browse Volunteer,8,14,0,10,2,7,1,2,0,3,2,8,0,5,0,8,3.875,2.652173913043478,2.875,0.875,10.277173913043477,0,0,25,8,8,8,8,8,8,8,8.1184,9.1005,9.5244
5,Check in,12,20,0,15,8,5,2,1,0,2,1,4,0,3,8,4,13.5,3.9761904761904763,10.5,2.75,53.67857142857143,0,0,45,12,12,12,12,12,12,12,12.177599999999996,27.6813,21.220100000000002
6,Delete Site,14,21,0,16,5,9,2,2,0,0,2,5,0,2,9,5,15.6,5.34375,12.8,1.6,83.3625,0,0,50,14,14,14,14,14,14,14,14.207199999999995,61.2228,31.7397
7,Delete User,16,20,0,16,7,7,2,0,0,1,0,2,0,1,14,2,44,4.277777777777778,36,13,188.22222222222223,0,0,64,16,16,16,16,16,16,16,16.236799999999995,52.21959999999999,27.924300000000002
8,Edit Annoucement,16,20,0,16,12,4,0,0,0,0,0,1,0,0,15,1,88,13.01388888888889,72,48,1145.2222222222222,0,0,76,16,16,16,16,16,16,16,16.236799999999995,88.8609,54.206300000000034
9,Edit User,17,26,0,19,3,16,0,0,0,4,0,14,0,4,3,14,6.428571428571429,6.534246575342466,5.214285714285714,0.21428571428571427,42.00587084148728,0,0,65,17,17,17,17,17,17,17,17.251599999999996,82.52780000000001,49.92360000000002
10,Edit site,10,17,0,13,4,9,0,0,0,0,0,3,0,0,7,3,17.333333333333332,6.666666666666667,14,4.333333333333333,115.55555555555556,0,0,37,10,10,10,10,10,10,10,10.147999999999998,44.2847,25.5565
11,Export check-in,6,16,0,12,3,0,9,1,0,1,1,2,0,2,4,2,11,4.3125,8,0,47.4375,0,0,24,6,6,6,6,6,6,6,6.0888,12.403499999999998,7.941300000000001
12,Get Directions,11,20,0,15,0,15,0,0,0,0,0,11,0,0,0,11,4.181818181818182,16,3.1818181818181817,0.9090909090909091,66.9090909090909,0,0,38,11,11,11,11,11,11,11,11.162799999999997,47.1878,30.2803
13,Login,6,14,0,11,5,5,1,0,0,1,0,2,0,1,4,2,11.5,3.8823529411764706,8.5,1.5,44.64705882352941,0,0,22,6,6,6,6,6,6,6,6.0888,9.725099999999998,7.285799999999999
14,Logout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Manage JEP Documents,36,39,0,30,5,18,7,0,0,2,0,7,0,2,29,7,34,7.930693069306931,28.857142857142858,3.142857142857143,269.64356435643566,0,0,134,36,36,36,36,36,36,36,36.532800000000016,211.83490000000003,124.86379999999993
16,Search volunteer information,12,19,0,14,5,2,7,1,0,0,1,2,0,1,10,2,30,5.666666666666667,24,4,170,0,0,42,12,12,12,12,12,12,12,12.177599999999996,50.8861,26.306599999999996
17,View JEP Document,10,16,0,12,7,0,5,0,0,1,0,1,0,1,9,1,46,2.888888888888889,36,6,132.88888888888889,0,0,36,10,10,10,10,10,10,10,10.147999999999998,14.791899999999998,11.9055
18,View my sites information,1,3,0,2,0,2,0,0,0,0,0,1,0,0,0,1,2,1,1,0,2,0,0,4,1,1,1,1,1,1,1,1.0148,1.074,1.1668
19,View schedule information,10,20,0,15,6,0,9,2,0,2,2,4,0,4,6,4,9.75,8.379310344827585,7.25,0.75,81.69827586206895,0,0,39,10,10,10,10,10,10,10,10.147999999999998,43.2858,25.1305
20,search volunteer,11,17,0,13,5,2,6,0,0,1,0,1,0,1,10,1,58,3.702127659574468,47,9,214.72340425531914,0,0,39,11,11,11,11,11,11,11,11.162799999999997,27.672400000000003,17.4083
