NUM,UC,Tran_Num,Activity_Num,Actor_Num,Component_num,Boundary_Num,Control_Num,Entity_Num,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD, Avg_TC, Avg_DETs, Arch_Diff,EI,EO,EQ,FN,NI,NE,EXT,ERY,RED,WRT,SWTI,SWTII,SWTIII
1,Create goal,19,27,0,20,16,0,4,0,0,3,0,3,0,3,16,3,34.666666666666664,5.447058823529412,28.333333333333332,9.666666666666666,188.8313725490196,0,0,76,19,19,19,19,19,19,19,19.2812,74.0679,44.547700000000006
2,Invite sponsor,50,34,6,27,13,3,5,1,0,1,1,4,1,2,46,4,82.75,5.277580071174377,70.25,25,436.7197508896797,0,0,221,50,50,50,50,50,50,50,50.74000000000003,269.2214999999999,128.16400000000002
3,Login,33,47,0,37,15,21,1,0,0,7,0,11,0,7,22,11,16.272727272727273,7.47945205479452,13.272727272727273,8.545454545454545,121.71108343711083,0,0,146,33,33,33,33,33,33,33,33.48840000000001,149.0728000000001,108.17739999999996
4,Login via facebook,15,19,0,15,7,5,3,0,0,2,0,3,0,2,12,3,27.666666666666668,3.0441176470588234,22.666666666666668,5,84.22058823529412,0,0,53,15,15,15,15,15,15,15,15.221999999999994,32.6225,24.503500000000003
5,Register,14,21,1,16,7,8,0,0,0,2,0,3,0,2,11,3,22.666666666666668,2.0185185185185186,18,6.666666666666667,45.75308641975309,0,0,48,14,14,14,14,14,14,14,14.207199999999995,23.964000000000002,19.156700000000004
6,achieve goal,11,18,1,15,1,11,2,0,0,0,0,4,0,0,7,4,15.25,3.5,12.5,5.5,53.375,0,0,48,11,11,11,11,11,11,11,11.162799999999997,30.6559,19.8023
7,choose charity organization,28,24,1,20,11,7,1,0,0,0,0,1,0,0,27,1,171,11.020979020979022,143,75,1884.5874125874127,0,0,134,28,28,28,28,28,28,28,28.414400000000008,181.91969999999998,106.28239999999997
8,delete goal,5,11,0,8,5,3,0,0,0,1,0,2,0,1,3,2,8.5,3,6,2,25.5,0,0,17,5,5,5,5,5,5,5,5.074,5.5733999999999995,5.929
9,monitor payment,13,25,0,20,7,5,8,1,0,1,1,4,0,2,9,4,17.75,3.706896551724138,14.5,8.5,65.79741379310344,0,0,57,13,13,13,13,13,13,13,13.192399999999996,41.84529999999999,24.984399999999997
10,respond to a sponsorship request,41,41,1,33,13,14,5,2,0,2,2,6,0,4,35,6,48.333333333333336,3.5622489959839356,41.5,15.833333333333334,172.17536813922356,0,0,193,41,41,41,41,41,41,41,41.60680000000002,144.32170000000008,74.36380000000003
11,track goal,5,11,0,8,3,1,4,1,0,1,1,2,0,2,3,2,8.5,2.1666666666666665,6,3.5,18.416666666666664,0,0,16,5,5,5,5,5,5,5,5.074,5.5733999999999995,5.929
12,update weight,24,23,0,18,7,1,10,0,0,3,0,3,0,3,21,3,43,8.60952380952381,35,3.3333333333333335,370.2095238095238,0,0,86,24,24,24,24,24,24,24,24.355200000000004,138.77800000000002,78.31970000000001
